,rule,type,coef,support,importance
396,Age > 28.5 & DiabetesPedigreeFunction > 0.34300000965595245 & BMI <= 27.149999618530273,rule,-1.9986999857741927,0.04046242774566474,0.39382616851952973
397,Age > 28.5 & DiabetesPedigreeFunction > 0.34300000965595245 & BMI > 27.149999618530273 & Glucose <= 96.5,rule,-1.4237381909245597,0.031791907514450865,0.24978869679156965
398,Age > 28.5 & DiabetesPedigreeFunction > 0.34300000965595245 & BMI > 27.149999618530273 & Glucose > 96.5,rule,0.3554739620357884,0.1994219653179191,0.14203524537608328
399,Age > 28.5 & BMI <= 29.84999942779541,rule,0.7872188623287312,0.1891891891891892,0.30832121934357515
400,Age > 28.5 & BMI > 29.84999942779541,rule,-0.1905849018673927,0.3183183183183183,0.0887789737788815
401,Glucose > 127.0 & DiabetesPedigreeFunction <= 0.3149999976158142,rule,-0.6848182979619559,0.12844036697247707,0.22912616094361107
402,Glucose > 127.0 & DiabetesPedigreeFunction > 0.3149999976158142,rule,0.16913765138301007,0.21712538226299694,0.0697335379981178
403,Pregnancies <= 6.5 & Glucose <= 112.5,rule,-0.3512728652271061,0.38953488372093026,0.1712963886729579
404,Pregnancies <= 6.5 & Glucose > 112.5,rule,0.16968522702792613,0.3808139534883721,0.08239693190612238
405,Age <= 30.5 & SkinThickness <= 31.5 & Glucose <= 147.5,rule,-0.17614345498003608,0.36923076923076925,0.0850062197022545
406,Age <= 30.5 & SkinThickness <= 31.5 & Glucose > 147.5,rule,0.0,0.033846153846153845,0.0
407,Age <= 30.5 & SkinThickness > 31.5 & Glucose <= 128.5,rule,0.35900345281583623,0.09230769230769231,0.10391707164033383
408,Age <= 30.5 & SkinThickness > 31.5 & Glucose > 128.5,rule,0.07763823093827787,0.055384615384615386,0.017758149601142366
409,Age > 30.5 & BMI <= 27.34999942779541,rule,-0.35437051244392687,0.11384615384615385,0.1125566921756764
410,Glucose <= 124.5,rule,0.022676122827315993,0.606508875739645,0.011077833960362188
411,Glucose > 124.5,rule,-0.1633411972425822,0.39349112426035504,0.07979612192611628
412,BloodPressure <= 83.0,rule,0.06965248083734304,0.8377581120943953,0.025678958535661735
413,Glucose > 139.5 & Glucose <= 166.0,rule,-0.07182742321518754,0.14782608695652175,0.025493528230340626
414,Glucose > 139.5 & Glucose > 166.0,rule,-0.036128972521909365,0.08985507246376812,0.01033194740325845
415,Pregnancies <= 5.5 & BMI <= 30.949999809265137,rule,-0.3738940842248894,0.34545454545454546,0.17779271222443396
416,Pregnancies <= 5.5 & BMI > 30.949999809265137 & Glucose <= 157.5 & Glucose <= 101.0,rule,0.27800891625623325,0.10909090909090909,0.0866701803891523
417,Pregnancies <= 5.5 & BMI > 30.949999809265137 & Glucose <= 157.5 & Glucose > 101.0 & DiabetesPedigreeFunction <= 0.6319999992847443,rule,0.052532463582375594,0.19090909090909092,0.020646181155767353
418,Pregnancies <= 5.5 & BMI > 30.949999809265137 & Glucose <= 157.5 & Glucose > 101.0 & DiabetesPedigreeFunction > 0.6319999992847443,rule,0.0,0.048484848484848485,0.0
419,Pregnancies <= 5.5 & BMI > 30.949999809265137 & Glucose > 157.5,rule,1.4173085264391936,0.05757575757575758,0.33014707577534247
420,Pregnancies > 5.5 & Age <= 59.5 & Glucose <= 138.5 & Age <= 47.0 & SkinThickness <= 29.5,rule,0.22707105929122062,0.06363636363636363,0.05542896038901625
421,Pregnancies > 5.5 & Age <= 59.5 & Glucose <= 138.5 & Age <= 47.0 & SkinThickness > 29.5,rule,-0.6683027775444601,0.045454545454545456,0.13920673023848737
422,Pregnancies > 5.5 & Age <= 59.5 & Glucose <= 138.5 & Age > 47.0,rule,-1.4407291383726382,0.02727272727272727,0.2346616774235729
423,Pregnancies > 5.5 & Age <= 59.5 & Glucose > 138.5,rule,-0.13003166225753085,0.09696969696969697,0.03847851435522064
424,Pregnancies > 5.5 & Age > 59.5,rule,-3.602480559320972,0.015151515151515152,0.44006252731030915
425,Glucose <= 143.5 & Age <= 30.5,rule,0.11736215950575321,0.4789156626506024,0.05862888327496615
426,Glucose <= 143.5 & Age > 30.5 & Glucose <= 89.5,rule,-1.4853548347694063,0.05421686746987952,0.3363513747259798
427,Glucose <= 143.5 & Age > 30.5 & Glucose > 89.5,rule,0.04975388957027955,0.25301204819277107,0.021629896316592432
428,Glucose > 123.5 & Glucose <= 158.5 & DiabetesPedigreeFunction <= 0.31949999928474426,rule,-0.34987167173837785,0.11904761904761904,0.11330402916646463
429,Glucose > 123.5 & Glucose <= 158.5 & DiabetesPedigreeFunction > 0.31949999928474426,rule,0.0,0.15476190476190477,0.0
430,Glucose > 123.5 & Glucose > 158.5,rule,-0.18831089735418433,0.11607142857142858,0.060317968160591234
431,BMI <= 30.25,rule,0.05892288853357967,0.4139941690962099,0.029022318885576357
432,BMI > 30.25,rule,0.06973937752722148,0.5860058309037901,0.034349953029257196
433,Age > 27.5 & Glucose <= 141.5 & DiabetesPedigreeFunction <= 0.2515000030398369,rule,-0.7599847541827929,0.11470588235294117,0.24218180649909166
434,Age > 27.5 & Glucose <= 141.5 & DiabetesPedigreeFunction > 0.2515000030398369,rule,0.44624448904344993,0.2529411764705882,0.19398137466267495
435,Age > 27.5 & Glucose > 141.5,rule,-0.42441295318499156,0.16470588235294117,0.15742108330028445
436,Glucose <= 106.5,rule,-0.17584476495373502,0.37026239067055394,0.08491102032017023
437,Glucose > 106.5,rule,-0.09392055408328852,0.6297376093294461,0.045351876573328544
438,Glucose <= 112.5 & Glucose <= 100.5,rule,-0.20752240077243242,0.2743362831858407,0.09259218071241285
439,Glucose <= 112.5 & Glucose > 100.5,rule,0.023296377468341345,0.19469026548672566,0.009224481996858113
440,Glucose > 112.5 & BMI <= 30.050000190734863,rule,0.2499963943407035,0.15339233038348082,0.09009001659888391
441,Glucose > 112.5 & BMI > 30.050000190734863,rule,0.15451608336518624,0.3775811209439528,0.07490662079087063
442,Age <= 26.5 & Pregnancies <= 2.5,rule,-0.8528136115749697,0.32558139534883723,0.3996213518606356
443,Age <= 26.5 & Pregnancies > 2.5 & SkinThickness <= 31.5,rule,1.3917545798419786,0.0872093023255814,0.3926717590499531
444,Age <= 26.5 & Pregnancies > 2.5 & SkinThickness > 31.5,rule,5.174012552629396,0.02616279069767442,0.8258719076802976
445,DiabetesPedigreeFunction <= 0.7179999947547913 & BMI <= 30.050000190734863,rule,-0.15913394868780015,0.344311377245509,0.07561141230843631
446,DiabetesPedigreeFunction <= 0.7179999947547913 & BMI > 30.050000190734863,rule,0.08032074316336692,0.5149700598802395,0.04014236745117267
447,DiabetesPedigreeFunction > 0.7179999947547913,rule,-0.5132230579653763,0.1407185628742515,0.1784635675943175
448,BMI > 28.25 & DiabetesPedigreeFunction <= 0.3190000057220459,rule,0.0378500707870298,0.27906976744186046,0.016977342509254752
449,BMI > 28.25 & DiabetesPedigreeFunction > 0.3190000057220459 & Glucose <= 124.0 & Pregnancies <= 12.5,rule,-0.4117520328181742,0.21220930232558138,0.1683539788476834
450,BMI > 28.25 & DiabetesPedigreeFunction > 0.3190000057220459 & Glucose <= 124.0 & Pregnancies > 12.5,rule,16.474103402610965,0.0029069767441860465,0.8869321649200614
451,BMI > 28.25 & DiabetesPedigreeFunction > 0.3190000057220459 & Glucose > 124.0,rule,0.001701506871639948,0.2005813953488372,0.000681343562685476
452,SkinThickness <= 31.5 & Age <= 30.5,rule,-0.15320710436301382,0.41002949852507375,0.07535318335943504
453,SkinThickness <= 31.5 & Age > 30.5,rule,0.17829399011665498,0.31563421828908556,0.08286533442959777
454,Glucose <= 141.5 & BMI <= 27.34999942779541,rule,-0.10359680503249186,0.21929824561403508,0.0428653642113103
455,Glucose <= 141.5 & BMI > 27.34999942779541 & DiabetesPedigreeFunction <= 0.5329999923706055,rule,-0.013390794343763545,0.4093567251461988,0.006584456558079776
456,Glucose <= 141.5 & BMI > 27.34999942779541 & DiabetesPedigreeFunction > 0.5329999923706055,rule,0.01689873307442462,0.13450292397660818,0.005765710221016507
457,SkinThickness <= 32.5,rule,0.07894943927565409,0.7801204819277109,0.03269808197264963
458,DiabetesPedigreeFunction <= 0.7100000083446503 & BMI <= 30.050000190734863,rule,0.06461981102264497,0.36962750716332377,0.031192231989045634
459,DiabetesPedigreeFunction <= 0.7100000083446503 & BMI > 30.050000190734863,rule,0.010750038160301418,0.498567335243553,0.005374997015347823
460,DiabetesPedigreeFunction > 0.7100000083446503,rule,-0.2909230250341323,0.1318051575931232,0.09841309674405158
461,BMI <= 26.550000190734863,rule,-0.049631571898246137,0.23255813953488372,0.020967494823089308
462,BMI > 26.550000190734863 & Age <= 30.5 & DiabetesPedigreeFunction <= 0.3440000116825104,rule,0.5827992925211425,0.1744186046511628,0.22115429010689888
463,BMI > 26.550000190734863 & Age <= 30.5 & DiabetesPedigreeFunction > 0.3440000116825104,rule,-0.25396400002455394,0.22093023255813954,0.10536294700013019
464,BMI > 26.550000190734863 & Age > 30.5,rule,0.00904240176280056,0.37209302325581395,0.004370762588545382
465,DiabetesPedigreeFunction <= 0.5920000076293945,rule,0.15777010022583865,0.7728613569321534,0.06610297589585913
466,DiabetesPedigreeFunction > 0.5920000076293945,rule,-0.55722645060214,0.22713864306784662,0.23346836048124597
467,DiabetesPedigreeFunction <= 0.23750000447034836 & Glucose <= 159.0,rule,0.04233775084590026,0.2616279069767442,0.01860833231508117
468,DiabetesPedigreeFunction <= 0.23750000447034836 & Glucose > 159.0,rule,-1.2761886734398464,0.014534883720930232,0.15273595843776222
469,DiabetesPedigreeFunction > 0.23750000447034836 & Glucose <= 129.5,rule,-0.23802847384455375,0.4941860465116279,0.11900619079868845
470,DiabetesPedigreeFunction > 0.23750000447034836 & Glucose > 129.5,rule,0.32021892157705584,0.22965116279069767,0.13468679873344697
471,DiabetesPedigreeFunction <= 0.49949999153614044,rule,-0.02283840838591135,0.6990881458966566,0.010474937777999486
472,DiabetesPedigreeFunction > 0.49949999153614044,rule,0.2149555005148736,0.3009118541033435,0.09859029818912608
473,Pregnancies <= 6.5 & Age <= 30.5 & Pregnancies <= 2.5,rule,-0.34458028057349094,0.3919308357348703,0.16821767546405303
474,Pregnancies <= 6.5 & Age <= 30.5 & Pregnancies > 2.5,rule,0.2956901790570252,0.1844380403458213,0.1146807779141852
475,Pregnancies <= 6.5 & Age > 30.5,rule,0.02127482247993098,0.207492795389049,0.008627184090545883
476,Pregnancies > 6.5 & BMI <= 24.699999809265137,rule,0.0,0.01729106628242075,0.0
477,Pregnancies > 6.5 & BMI > 24.699999809265137 & Glucose <= 102.0,rule,-0.9767674397137002,0.03170028818443804,0.17113060297060984
478,Pregnancies > 6.5 & BMI > 24.699999809265137 & Glucose > 102.0 & Age <= 58.0,rule,0.8020836204771863,0.1585014409221902,0.29292938735065643
479,Pregnancies > 6.5 & BMI > 24.699999809265137 & Glucose > 102.0 & Age > 58.0,rule,0.0,0.008645533141210375,0.0
480,Glucose <= 111.5,rule,-0.2670000262198913,0.4523809523809524,0.13289319172697264
481,Glucose > 111.5,rule,0.15765464303699542,0.5476190476190477,0.0784690136566062
482,Glucose <= 154.5 & Age > 28.5 & Age <= 54.0 & Age <= 40.5 & BloodPressure <= 64.5,rule,5.220890114702602,0.032640949554896145,0.9277261415337376
483,Glucose <= 154.5 & Age > 28.5 & Age <= 54.0 & Age <= 40.5 & BloodPressure > 64.5,rule,-1.1896138396588936,0.20474777448071216,0.480029634796713
484,Glucose <= 154.5 & Age > 28.5 & Age <= 54.0 & Age > 40.5 & Glucose <= 101.0,rule,0.17730608147107,0.04154302670623145,0.03538009624378304
485,Glucose <= 154.5 & Age > 28.5 & Age <= 54.0 & Age > 40.5 & Glucose > 101.0,rule,0.6012543982484438,0.0830860534124629,0.1659535781836845
486,Glucose <= 154.5 & Age > 28.5 & Age > 54.0,rule,-1.9227707225400867,0.04154302670623145,0.3836744495946476
487,SkinThickness <= 29.5 & DiabetesPedigreeFunction <= 0.34800000488758087,rule,-0.9491664780497449,0.36936936936936937,0.4581000733448246
488,SkinThickness <= 29.5 & DiabetesPedigreeFunction > 0.34800000488758087 & SkinThickness <= 8.5 & Glucose <= 133.5 & DiabetesPedigreeFunction <= 0.7204999923706055,rule,-0.7697760112891986,0.06606606606606606,0.1912104723626295
489,SkinThickness <= 29.5 & DiabetesPedigreeFunction > 0.34800000488758087 & SkinThickness <= 8.5 & Glucose <= 133.5 & DiabetesPedigreeFunction > 0.7204999923706055,rule,3.181382382258704,0.015015015015015015,0.3868953964741036
490,SkinThickness <= 29.5 & DiabetesPedigreeFunction > 0.34800000488758087 & SkinThickness <= 8.5 & Glucose > 133.5,rule,3.780387287372196,0.03303303303303303,0.6756415335159345
491,SkinThickness <= 29.5 & DiabetesPedigreeFunction > 0.34800000488758087 & SkinThickness > 8.5,rule,0.3080981454876081,0.17417417417417416,0.11684905229610656
492,SkinThickness > 29.5,rule,0.22311991158923086,0.34234234234234234,0.10586894340587094
493,SkinThickness <= 31.5 & BMI <= 29.84999942779541,rule,0.3057111264934227,0.37168141592920356,0.14773609703504575
494,SkinThickness <= 31.5 & BMI > 29.84999942779541 & Age <= 26.5,rule,-0.9140691788440697,0.10914454277286136,0.28502548981943926
495,SkinThickness <= 31.5 & BMI > 29.84999942779541 & Age > 26.5,rule,0.27043931517670805,0.23893805309734514,0.11532474201088751
496,Age <= 30.5 & BMI > 30.84999942779541 & Glucose <= 133.5,rule,-0.2045809752297822,0.24550898203592814,0.08804931351833087
497,Age <= 30.5 & BMI > 30.84999942779541 & Glucose > 133.5,rule,0.8559039788296718,0.08083832335329341,0.23330800941443994
498,Age > 30.5 & BloodPressure <= 101.0,rule,0.10259474056511314,0.41916167664670656,0.05062249120396044
499,Age > 30.5 & BloodPressure > 101.0,rule,4.814693977434542,0.014970059880239521,0.5846624105912819
500,Age <= 35.5 & DiabetesPedigreeFunction <= 0.3270000070333481,rule,0.2664834999121826,0.3181818181818182,0.12412015016094247
501,Age <= 35.5 & DiabetesPedigreeFunction > 0.3270000070333481,rule,-0.030859094293136692,0.3393939393939394,0.014611893351186246
502,Age > 35.5,rule,-0.11854473890188917,0.3424242424242424,0.05625193072330336
503,Age <= 28.5 & SkinThickness <= 28.5,rule,-0.18624549738631319,0.3132183908045977,0.08638110149314197
504,Age <= 28.5 & SkinThickness > 28.5 & DiabetesPedigreeFunction <= 0.6124999821186066 & BloodPressure <= 83.0 & BloodPressure <= 69.0,rule,0.0023366141040002137,0.05747126436781609,0.0005438256273865793
505,Age <= 28.5 & SkinThickness > 28.5 & DiabetesPedigreeFunction <= 0.6124999821186066 & BloodPressure <= 83.0 & BloodPressure > 69.0,rule,-1.659852864024216,0.06609195402298851,0.41237843555101716
506,Age <= 28.5 & SkinThickness > 28.5 & DiabetesPedigreeFunction <= 0.6124999821186066 & BloodPressure > 83.0,rule,4.926328300574986,0.017241379310344827,0.641257983502239
507,Age <= 28.5 & SkinThickness > 28.5 & DiabetesPedigreeFunction > 0.6124999821186066,rule,3.399899929555411,0.040229885057471264,0.6680733408548872
508,Pregnancies <= 6.5 & Glucose <= 123.5 & DiabetesPedigreeFunction <= 0.5039999932050705,rule,0.3608920244968714,0.3673469387755102,0.17397959036059768
509,Pregnancies <= 6.5 & Glucose <= 123.5 & DiabetesPedigreeFunction > 0.5039999932050705 & SkinThickness <= 28.5,rule,-0.22264476665417188,0.10204081632653061,0.06739501149471168
510,Pregnancies <= 6.5 & Glucose <= 123.5 & DiabetesPedigreeFunction > 0.5039999932050705 & SkinThickness > 28.5,rule,-0.5698484149537166,0.04081632653061224,0.11275276256945935
511,Pregnancies <= 6.5 & Glucose > 123.5 & BMI <= 29.949999809265137,rule,0.008989663570523686,0.09620991253644315,0.0026508620989635872
512,Pregnancies <= 6.5 & Glucose > 123.5 & BMI > 29.949999809265137,rule,-0.21190749549886875,0.16909620991253643,0.07943074307567174
513,Glucose <= 104.5,rule,0.06376786282736445,0.34210526315789475,0.030252407783002186
514,Glucose > 104.5 & Pregnancies <= 2.5 & DiabetesPedigreeFunction <= 0.3270000070333481,rule,-0.5927971887258673,0.10818713450292397,0.18413265320158084
515,Glucose > 104.5 & Pregnancies <= 2.5 & DiabetesPedigreeFunction > 0.3270000070333481,rule,-0.4504435964845629,0.14327485380116958,0.1578142302987942
516,Glucose > 104.5 & Pregnancies > 2.5,rule,0.30230349128546635,0.4064327485380117,0.14848154431581229
517,BMI <= 30.199999809265137,rule,0.1571553033801525,0.3857566765578635,0.076499040741807
518,BMI > 30.199999809265137,rule,-0.022725918676445904,0.6142433234421365,0.011062375505833475
519,Glucose <= 137.5,rule,0.02410282895710034,0.7442528735632183,0.01051559037605764
520,DiabetesPedigreeFunction <= 0.6894999742507935 & Glucose <= 144.5,rule,0.08354302305632982,0.6647230320699709,0.03943959168394013
521,DiabetesPedigreeFunction <= 0.6894999742507935 & Glucose > 144.5,rule,-0.37084659738297093,0.16909620991253643,0.13900697909655158
522,DiabetesPedigreeFunction > 0.6894999742507935 & Glucose <= 144.0,rule,0.30752807662615045,0.11370262390670553,0.09762470786952221
523,DiabetesPedigreeFunction > 0.6894999742507935 & Glucose > 144.0,rule,-0.9661701147529481,0.052478134110787174,0.21544549279484532
524,DiabetesPedigreeFunction <= 0.5005000084638596 & Age <= 32.5,rule,0.24375337984435266,0.4310850439882698,0.1207134881752097
525,DiabetesPedigreeFunction <= 0.5005000084638596 & Age > 32.5 & BloodPressure <= 59.0,rule,-3.149008546210058,0.011730205278592375,0.3390505134455802
526,DiabetesPedigreeFunction <= 0.5005000084638596 & Age > 32.5 & BloodPressure > 59.0 & Glucose <= 155.0 & Glucose <= 107.0,rule,-2.0855062544455,0.07917888563049853,0.5631237233731615
527,DiabetesPedigreeFunction <= 0.5005000084638596 & Age > 32.5 & BloodPressure > 59.0 & Glucose <= 155.0 & Glucose > 107.0,rule,0.9216346031422211,0.12609970674486803,0.30594739024431755
528,DiabetesPedigreeFunction <= 0.5005000084638596 & Age > 32.5 & BloodPressure > 59.0 & Glucose > 155.0,rule,-0.8557924778667187,0.05278592375366569,0.19136019267382007
529,DiabetesPedigreeFunction > 0.5005000084638596,rule,0.07631718574849103,0.2991202346041056,0.034943548431999975
530,Age <= 27.5 & DiabetesPedigreeFunction <= 0.41849999129772186 & Glucose <= 138.0,rule,-0.5302363459409041,0.24107142857142858,0.22679987775087804
531,Age <= 27.5 & DiabetesPedigreeFunction <= 0.41849999129772186 & Glucose > 138.0,rule,0.04333726049805654,0.050595238095238096,0.009498214637181812
532,Age <= 27.5 & DiabetesPedigreeFunction > 0.41849999129772186,rule,0.2895818612325367,0.15476190476190477,0.10473526106643238
533,Age > 27.5 & Pregnancies <= 6.5 & Glucose <= 129.5,rule,-0.19637743847934197,0.19642857142857142,0.07802003904376165
534,Age > 27.5 & Pregnancies <= 6.5 & Glucose > 129.5,rule,0.7461400818439197,0.1488095238095238,0.2655517157609705
535,Age > 27.5 & Pregnancies > 6.5,rule,-0.18230140711334233,0.20833333333333334,0.0740355968292934
536,Pregnancies <= 6.5 & Age <= 43.5 & BMI <= 29.800000190734863,rule,-0.23806220569283623,0.2653061224489796,0.10510352931129505
537,Pregnancies <= 6.5 & Age <= 43.5 & BMI > 29.800000190734863,rule,0.33362132644689724,0.44314868804664725,0.16572886736932976
538,Pregnancies <= 6.5 & Age > 43.5,rule,-0.8836536120705266,0.09037900874635568,0.25336468493561465
539,Pregnancies > 6.5 & BMI <= 28.899999618530273,rule,-0.4469630713434931,0.04664723032069971,0.0942565175969313
540,Pregnancies > 6.5 & BMI > 28.899999618530273,rule,0.03785966231366299,0.15451895043731778,0.013684204308887957
541,SkinThickness <= 33.5 & DiabetesPedigreeFunction <= 1.1410000324249268,rule,-0.04007006301440689,0.7822349570200573,0.016537989737978508
542,SkinThickness <= 33.5 & DiabetesPedigreeFunction > 1.1410000324249268,rule,0.0,0.008595988538681949,0.0
543,SkinThickness > 33.5 & DiabetesPedigreeFunction <= 0.21949999779462814,rule,1.9779700495560137,0.04871060171919771,0.42578247958931953
544,SkinThickness > 33.5 & DiabetesPedigreeFunction > 0.21949999779462814,rule,-0.1390703434478816,0.16045845272206305,0.05104308605994149
545,BMI <= 26.949999809265137 & Glucose <= 153.0,rule,0.15384014280135233,0.22857142857142856,0.06459940316917918
546,BMI <= 26.949999809265137 & Glucose > 153.0,rule,2.1398073331811034,0.011428571428571429,0.2274440982786617
547,BMI > 26.949999809265137 & Glucose <= 133.5 & Age <= 28.5,rule,-0.21648254933961078,0.2571428571428571,0.09461560658014184
548,BMI > 26.949999809265137 & Glucose <= 133.5 & Age > 28.5 & Glucose <= 89.5,rule,-1.804586034405119,0.05142857142857143,0.3985793936253418
549,BMI > 26.949999809265137 & Glucose <= 133.5 & Age > 28.5 & Glucose > 89.5,rule,0.17595139616633362,0.22285714285714286,0.07322450192884482
550,BMI > 26.949999809265137 & Glucose > 133.5,rule,-0.371721729955836,0.22857142857142856,0.15609061109081807
551,BMI > 26.449999809265137 & DiabetesPedigreeFunction <= 0.3190000057220459,rule,0.13681598718577603,0.33819241982507287,0.06472687674435436
552,BMI > 26.449999809265137 & DiabetesPedigreeFunction > 0.3190000057220459,rule,-0.2615512941348447,0.4314868804664723,0.12954209506631875
553,BMI > 29.550000190734863,rule,-0.018239632145898053,0.6646706586826348,0.00861103009460186
554,Glucose <= 143.5 & DiabetesPedigreeFunction <= 0.21949999779462814,rule,-0.22539712627283504,0.17352941176470588,0.08535886336109687
555,Glucose <= 143.5 & DiabetesPedigreeFunction > 0.21949999779462814 & BMI <= 27.550000190734863,rule,1.2052641405901445,0.17058823529411765,0.45335861135276445
556,Glucose <= 143.5 & DiabetesPedigreeFunction > 0.21949999779462814 & BMI > 27.550000190734863,rule,-0.1350377020624278,0.4441176470588235,0.06709582505613211
557,SkinThickness <= 28.5,rule,-0.053470448808898716,0.6420118343195266,0.025634194854040372
558,SkinThickness > 28.5,rule,0.003090150112149668,0.35798816568047337,0.0014814446459236815
559,BMI > 27.34999942779541 & Age > 27.5,rule,-0.030679159781756254,0.4388059701492537,0.015224261894568865
560,Glucose <= 146.5 & Age <= 34.5,rule,0.023801663453690475,0.5355029585798816,0.011870792769760417
561,Glucose <= 146.5 & Age > 34.5,rule,0.41665439416586525,0.23668639053254437,0.17709818592413368
562,Glucose > 146.5 & Glucose <= 166.5,rule,-1.0180445093636559,0.1301775147928994,0.3425705848632769
563,Glucose > 146.5 & Glucose > 166.5,rule,-0.07544849777084772,0.09763313609467456,0.022394469886387495
564,BMI > 29.550000190734863 & DiabetesPedigreeFunction <= 0.7399999797344208 & Glucose <= 127.0,rule,-0.11372187529619897,0.3333333333333333,0.05360900612746214
565,BMI > 29.550000190734863 & DiabetesPedigreeFunction <= 0.7399999797344208 & Glucose > 127.0,rule,-0.5651736846113301,0.22530864197530864,0.2361213256460465
566,BMI > 29.550000190734863 & DiabetesPedigreeFunction > 0.7399999797344208,rule,1.6443270833617836,0.09259259259259259,0.4766257398053033
567,Pregnancies > 5.5 & DiabetesPedigreeFunction <= 0.32500000298023224,rule,1.032200789411323,0.12269938650306748,0.3386566430028446
568,Pregnancies > 5.5 & DiabetesPedigreeFunction > 0.32500000298023224 & Glucose <= 123.5,rule,-2.9622525577282066,0.0736196319018405,0.7735948598265603
569,Pregnancies > 5.5 & DiabetesPedigreeFunction > 0.32500000298023224 & Glucose > 123.5,rule,0.04718268117315158,0.08588957055214724,0.013220630391041474
570,Glucose <= 130.5 & SkinThickness <= 34.5,rule,0.010951863311790641,0.5608308605341247,0.005435254367934409
571,Glucose <= 130.5 & SkinThickness > 34.5,rule,-0.0029814835545977376,0.13056379821958458,0.0010045294318726543
572,Glucose > 130.5 & Age <= 59.5,rule,0.15695433846558146,0.28486646884273,0.07084146955280307
573,Glucose > 130.5 & Age > 59.5,rule,-2.530502136668866,0.02373887240356083,0.3852296888802893
574,Pregnancies <= 6.5 & BMI <= 28.800000190734863,rule,0.22620659115198327,0.27714285714285714,0.10124727388103526
575,Pregnancies <= 6.5 & BMI > 28.800000190734863,rule,0.014964922783799628,0.5057142857142857,0.007481972725402957
576,Pregnancies > 6.5 & Glucose <= 142.5,rule,-0.9052403824027738,0.12857142857142856,0.3030065744262377
577,Pregnancies > 6.5 & Glucose > 142.5,rule,2.102928360084661,0.08857142857142856,0.5974927254148886
578,BMI > 28.84999942779541 & Age <= 30.5,rule,0.06624350892800515,0.36227544910179643,0.03184046115228413
579,BMI > 28.84999942779541 & Age > 30.5 & DiabetesPedigreeFunction <= 0.32600000500679016,rule,0.29740152712094464,0.1437125748502994,0.10432787527084958
580,BMI > 28.84999942779541 & Age > 30.5 & DiabetesPedigreeFunction > 0.32600000500679016 & Glucose <= 96.5,rule,-5.0147072056835755,0.023952095808383235,0.7667484515742464
581,BMI > 28.84999942779541 & Age > 30.5 & DiabetesPedigreeFunction > 0.32600000500679016 & Glucose > 96.5,rule,0.12082161023406529,0.15568862275449102,0.04380506999309439
582,Pregnancies <= 6.5 & Age <= 30.5,rule,-0.04603691368521637,0.5552407932011332,0.022877541789166882
583,Pregnancies > 6.5 & Age <= 56.5,rule,0.14816614442320875,0.1954674220963173,0.058756780317391906
584,Pregnancies > 6.5 & Age > 56.5,rule,0.0,0.019830028328611898,0.0
585,Glucose > 137.5 & BMI <= 30.199999809265137,rule,0.32549563283902033,0.06321839080459771,0.07921110331531941
586,Glucose > 137.5 & BMI > 30.199999809265137,rule,-0.18498789921736294,0.20977011494252873,0.07531679890379228
587,DiabetesPedigreeFunction <= 0.7294999957084656,rule,-0.022611580776741285,0.8805970149253731,0.007332078762292032
588,DiabetesPedigreeFunction > 0.7294999957084656,rule,0.6391988602396206,0.11940298507462686,0.20726796743308548
589,BMI > 27.34999942779541 & DiabetesPedigreeFunction <= 0.32600000500679016 & BMI <= 27.550000190734863,rule,4.015712540080195,0.008797653958944282,0.37499650087858905
590,BMI > 27.34999942779541 & DiabetesPedigreeFunction <= 0.32600000500679016 & BMI > 27.550000190734863 & Pregnancies <= 6.5 & Glucose <= 154.5,rule,-0.009722751367083109,0.20821114369501467,0.003947715596481983
591,BMI > 27.34999942779541 & DiabetesPedigreeFunction <= 0.32600000500679016 & BMI > 27.550000190734863 & Pregnancies <= 6.5 & Glucose > 154.5,rule,0.0,0.03225806451612903,0.0
592,BMI > 27.34999942779541 & DiabetesPedigreeFunction <= 0.32600000500679016 & BMI > 27.550000190734863 & Pregnancies > 6.5 & Pregnancies <= 9.5,rule,1.5266037355919717,0.04105571847507331,0.3029073670119886
593,BMI > 27.34999942779541 & DiabetesPedigreeFunction <= 0.32600000500679016 & BMI > 27.550000190734863 & Pregnancies > 6.5 & Pregnancies > 9.5,rule,-0.7942059435738992,0.026392961876832845,0.12731191490483812
594,BMI > 27.34999942779541 & DiabetesPedigreeFunction > 0.32600000500679016 & BloodPressure <= 57.0,rule,-6.852028987049608,0.03812316715542522,1.3121195627874473
595,BMI > 27.34999942779541 & DiabetesPedigreeFunction > 0.32600000500679016 & BloodPressure > 57.0 & Age <= 39.5,rule,-0.38514166895906465,0.2873900293255132,0.1742939465129568
596,BMI > 27.34999942779541 & DiabetesPedigreeFunction > 0.32600000500679016 & BloodPressure > 57.0 & Age > 39.5,rule,1.1473342405688565,0.10263929618768329,0.3482012381806471
597,SkinThickness <= 29.5 & Age <= 26.5,rule,-0.6203950904086847,0.2903225806451613,0.2816042815519332
598,SkinThickness <= 29.5 & Age > 26.5,rule,0.15994577476600727,0.34310850439882695,0.07593383478179563
599,SkinThickness > 29.5 & SkinThickness <= 49.5 & DiabetesPedigreeFunction <= 0.4989999830722809 & Glucose <= 127.5,rule,-0.399204762369131,0.14076246334310852,0.13883397667304073
